catalogNumber,phylum,class,order,suborder,superfamily,family,subfamily,genus,acceptedNameUsage,Occurrence,speciesA,speciesB,country,countryCode,locationRemarks,locality,coordinateUncertaintyInMeters,decimalLatitude,decimalLongitude,hostPlantFamily,hostPlantLatinName,hostPlantVernacularName,sourceCategory,ownerInstitutionCode,locationAccordingTo,dateIdentified,page,eventDate,eventDate,associatedReferences
NS0972,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Grossfahner,10000,51.0518,10.8306,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0973,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Grosswig (Torgau),10000,51.5627,12.8864,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0974,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Gutzberg,10000,49.3909,10.9681,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0975,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Hagnau,10000,47.6753,9.3185,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0976,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Haupeltshofen,10000,48.1795,10.3838,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0977,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Heimsheim,10000,48.8081,8.8636,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0978,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Herrenberg,10000,48.5951,8.8671,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0979,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Hohnstedt,10000,51.5032,11.7381,Rosaceae,Prunus armeniaca L.,Apricot,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0980,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Hornbach,10000,49.187,7.3693,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0981,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Jesberg,10000,50.9978,9.1453,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0982,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Kaiserstuhl,10000,48.11,7.6642,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0983,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Kallstadt,10000,49.4912,8.1811,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0984,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Kallstadt,10000,49.4909,8.1834,Rosaceae,Prunus cerasifera Ehrh.,Plum,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0985,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Karlsbad,10000,48.9123,8.5037,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0986,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Kempen,10000,51.3643,6.421,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0987,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Kettig,10000,50.398,7.4619,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0988,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Kleinfahner,10000,51.038,10.8462,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0989,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Kleinkötz,10000,48.4119,10.2948,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0990,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Koln-Sinnersdorf,10000,51.0253,6.8172,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0991,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Königswinter,10000,50.692,7.1862,Rosaceae,Prunus cerasifera Ehrh.,Plum,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0992,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Königswinter,10000,50.6987,7.1923,Rosaceae,Prunus domestica L.,European Plum,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0993,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Konz,10000,49.6989,6.573,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0994,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Krefeld,10000,51.3388,6.5853,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0995,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Landau,10000,49.1989,8.1186,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0996,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Landwehrhagen,10000,51.3575,9.5906,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0997,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Leistadt,10000,49.4935,8.1527,Rosaceae,Prunus cerasifera Ehrh.,Plum,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0998,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Leistadt,10000,49.4937,8.1568,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS0999,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Merklingen,1000,48.5104,9.7554,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS1000,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,Stinder Muhle,Mettmann,1000,51.2329,6.9225,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS1001,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Mosbach,1000,48.5969,8.0652,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS1002,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Muhlhausen-Tairnbach,1000,49.2543,8.738,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
NS1003,Arthropoda,Insecta,Hemiptera,Sternorrhyncha,Psylloidea,"Psyllidae Latreille, 1807","Psyllinae Latreille, 1807","Cacopsylla Ossiannilsson, 1970","Cacopsylla (Thamnopsylla) pruni (Scopoli, 1763)",confirmed presence,not species A,species B,Germany,DE,,Mulheim-Karlich,1000,50.3909,7.5044,Rosaceae,Prunus spinosa L.,Blackthorn,Literature,,"Jarausch W, Jarausch B, Fritz M, Runne M, Etropolska A & Pfeilstetter E (2019) Epidemiology of European stone fruit yellows in Germany: the role of wild Prunus spinosa. European Journal of Plant Pathology 154: 463-476",2019,TabS1,2013-2017,2013/2017,https://doi.org/10.1007/s10658-019-01669-3
